posting_date,wallet_present,wallet_sat,model_sat,difference_sat,cumulative_difference_sat,within_wallet_period
2019-08-13,True,-1675,-1675.0,0.0,0.3835423174314201,True
2019-08-14,True,187507598,187507597.76492625,-0.2350737452507019,0.14846857218071818,True
2019-08-15,True,391321214,391321214.3037879,0.30378788709640503,0.4522564592771232,True
2019-08-16,True,232783582,232783582.12643284,0.12643283605575562,0.5786892953328788,True
2019-08-17,True,-103607927,-103607922.86016445,4.139835551381111,4.71852484671399,True
2019-08-18,True,107152305,107152301.29836486,-3.7016351372003555,1.0168897095136344,True
2019-08-19,True,-920951327,-920951327.6659414,-0.6659413576126099,0.3509483519010246,True
2019-08-20,True,290899492,290899491.8554242,-0.14457577466964722,0.20637257723137736,True
2019-08-21,True,803320386,803320385.7935661,-0.20643389225006104,-6.131501868367195e-05,True
2019-08-22,True,91254278,91254278.4227314,0.4227313995361328,0.42267008451744914,True
2019-08-23,True,333420217,333420216.5772779,-0.42272210121154785,-5.2016694098711014e-05,True
2019-08-24,True,502579129,502579129.01421386,0.014213860034942627,0.014161843340843916,True
2019-08-25,True,9382276,9382275.985791206,-0.014208793640136719,-4.695029929280281e-05,True
2019-08-26,True,1242161249,1242161248.9906087,-0.009391307830810547,-0.00943825813010335,True
2019-08-27,True,9386754,9386753.297669195,-0.7023308053612709,-0.7117690634913743,True
2019-08-28,True,-521299811,-521299810.210933,0.7890669703483582,0.0772979068569839,True
2019-08-29,True,365186834,365186833.62275624,-0.3772437572479248,-0.2999458503909409,True
2019-08-30,True,-13478279,-13478279.0,0.0,-0.2999458503909409,True
2019-08-31,True,-9715142,-9715142.0,0.0,-0.2999458503909409,True
2019-09-01,True,-440968988,-440968987.37212,0.6278799772262573,0.3279341268353164,True
2019-09-02,True,1316,1316.0,0.0,0.3279341268353164,True
2019-09-03,True,533,533.0,0.0,0.3279341268353164,True
2019-09-04,True,286315145,286315144.35983396,-0.6401660442352295,-0.3122319173999131,True
2019-09-05,True,160274065,160274065.4479731,0.4479731023311615,0.13574118493124843,True
2019-09-06,True,146550444,146550443.73332107,-0.26667892932891846,-0.13093774439767003,True
2019-09-07,True,926673486,926673486.6079712,0.60797119140625,0.47703344700857997,True
2019-09-08,True,-188831109,-188831109.47781754,-0.4778175354003906,-0.0007840883918106556,True
2019-09-09,True,-1037387603,-1037387602.5258169,0.4741830825805664,0.47339899418875575,True
2019-09-10,True,-35092129,-35092129.176346615,-0.17634661495685577,0.2970523792319,True
2019-09-11,True,53203482,53203481.90584281,-0.09415718913078308,0.2028951901011169,True
